extension (nm),average force (pN),sd force (pN),average bp unzipped, sd bp unzipped
3085,17.4289,0.288846,2183.22,12.2545
3086,17.4286,0.285247,2184.26,12.0993
3087,17.4289,0.281206,2185.27,11.9259
3088,17.4299,0.276839,2186.25,11.7392
3089,17.4317,0.272259,2187.2,11.5439
3090,17.4342,0.267569,2188.11,11.3443
3091,17.4375,0.262862,2189,11.1443
3092,17.4414,0.258219,2189.86,10.9472
3093,17.4461,0.25371,2190.68,10.756
3094,17.4515,0.249394,2191.48,10.5731
3095,17.4574,0.24532,2192.25,10.4006
3096,17.464,0.241529,2192.99,10.2401
3097,17.4711,0.238053,2193.72,10.093
3098,17.4786,0.234919,2194.42,9.96045
3099,17.4866,0.232151,2195.11,9.84342
3100,17.4949,0.229764,2195.78,9.74262
3101,17.5036,0.227774,2196.44,9.65867
3102,17.5125,0.226191,2197.09,9.59202
3103,17.5216,0.225025,2197.73,9.54306
3104,17.5308,0.224283,2198.37,9.5121
3105,17.5401,0.22397,2199,9.49944
3106,17.5494,0.224094,2199.63,9.50542
3107,17.5587,0.224665,2200.27,9.53053
3108,17.5679,0.225697,2200.91,9.5755
3109,17.5769,0.227213,2201.55,9.64142
3110,17.5857,0.229247,2202.21,9.72995
3111,17.5942,0.231848,2202.88,9.84348
3112,17.6023,0.235086,2203.57,9.98529
3113,17.6099,0.239055,2204.28,10.1598
3114,17.6169,0.243878,2205.01,10.3725
3115,17.6231,0.249706,2205.78,10.6305
3116,17.6283,0.256715,2206.59,10.9416
3117,17.6324,0.265106,2207.45,11.3146
3118,17.635,0.275082,2208.38,11.7586
3119,17.6359,0.286832,2209.38,12.2817
3120,17.6346,0.300498,2210.48,12.8896
3121,17.6306,0.316134,2211.69,13.5841
3122,17.6235,0.33366,2213.04,14.3613
3123,17.6127,0.352814,2214.55,15.2088
3124,17.5978,0.373109,2216.24,16.1048
3125,17.5782,0.393808,2218.13,17.0165
3126,17.5538,0.413924,2220.23,17.9004
3127,17.5245,0.432272,2222.53,18.7049
3128,17.4909,0.447562,2225.03,19.3737
3129,17.4536,0.458555,2227.67,19.8535
3130,17.414,0.464236,2230.42,20.1006
3131,17.3736,0.463983,2233.2,20.0889
3132,17.334,0.45768,2235.94,19.8143
3133,17.2968,0.44574,2238.57,19.2958
3134,17.2634,0.429031,2241.04,18.5721
3135,17.2346,0.408734,2243.3,17.6951
3136,17.211,0.386172,2245.34,16.7229
3137,17.1927,0.362653,2247.15,15.7128
3138,17.1794,0.33936,2248.74,14.7164
3139,17.1707,0.317286,2250.13,13.7769
3140,17.1659,0.297212,2251.35,12.9282
3141,17.1645,0.279714,2252.42,12.195
3142,17.1658,0.265181,2253.38,11.5937
3143,17.1691,0.253837,2254.26,11.1332
3144,17.1738,0.245757,2255.07,10.816
3145,17.1796,0.240891,2255.85,10.6388
3146,17.1858,0.239079,2256.61,10.5938
3147,17.192,0.240083,2257.36,10.6699
3148,17.198,0.243604,2258.14,10.8535
3149,17.2032,0.249314,2258.94,11.1302
3150,17.2075,0.256867,2259.79,11.4849
3151,17.2105,0.265915,2260.7,11.9026
3152,17.2119,0.276107,2261.68,12.368
3153,17.2116,0.287091,2262.74,12.8662
3154,17.2094,0.298512,2263.88,13.3818
3155,17.2051,0.310014,2265.12,13.8993
3156,17.1987,0.321238,2266.45,14.4034
3157,17.1902,0.331841,2267.87,14.8793
3158,17.1796,0.341504,2269.39,15.3134
3159,17.1672,0.349957,2270.99,15.6943
3160,17.1531,0.357004,2272.66,16.0142
3161,17.1376,0.362549,2274.39,16.2698
3162,17.1211,0.366625,2276.17,16.4639
3163,17.1038,0.369411,2277.98,16.606
3164,17.086,0.371249,2279.82,16.7132
3165,17.0677,0.372653,2281.67,16.8106
3166,17.0491,0.374301,2283.55,16.9312
3167,17.03,0.377017,2285.45,17.1142
3168,17.0101,0.381726,2287.4,17.4034
3169,16.9887,0.389371,2289.42,17.8429
3170,16.965,0.400796,2291.55,18.4707
3171,16.938,0.416579,2293.85,19.3115
3172,16.9065,0.436838,2296.37,20.3672
3173,16.8691,0.461053,2299.17,21.6094
3174,16.8245,0.48793,2302.32,22.973
3175,16.7719,0.515372,2305.86,24.3557
3176,16.711,0.540609,2309.8,25.624
3177,16.6426,0.560532,2314.09,26.6289
3178,16.5688,0.57222,2318.65,27.2315
3179,16.4925,0.573557,2323.32,27.3317
3180,16.4176,0.563736,2327.93,26.8922
3181,16.3476,0.543425,2332.31,25.9465
3182,16.2854,0.514549,2336.3,24.5881
3183,16.233,0.47977,2339.83,22.9457
3184,16.1909,0.441903,2342.86,21.1546
3185,16.1588,0.403455,2345.42,19.3354
3186,16.1358,0.366371,2347.53,17.5815
3187,16.1206,0.33198,2349.28,15.9564
3188,16.1119,0.30105,2350.71,14.4965
3189,16.1083,0.27391,2351.9,13.2172
3190,16.1089,0.25057,2352.89,12.1184
3191,16.1128,0.230827,2353.72,11.19
3192,16.1191,0.214353,2354.44,10.4157
3193,16.1274,0.200753,2355.06,9.77628
3194,16.1371,0.189613,2355.61,9.25172
3195,16.148,0.18053,2356.11,8.82273
3196,16.1598,0.173131,2356.57,8.47165
3197,16.1723,0.167089,2356.99,8.18306
3198,16.1854,0.162125,2357.38,7.94393
3199,16.1989,0.158007,2357.76,7.74355
3200,16.2129,0.15455,2358.11,7.57344
3201,16.2271,0.151609,2358.46,7.427
3202,16.2416,0.149074,2358.79,7.29932
3203,16.2563,0.146866,2359.11,7.18688
3204,16.2712,0.144931,2359.42,7.08737
3205,16.2863,0.143236,2359.72,6.99945
3206,16.3016,0.141767,2360.02,6.92267
3207,16.317,0.140524,2360.31,6.85729
3208,16.3325,0.139524,2360.59,6.80426
3209,16.3481,0.138794,2360.87,6.76512
3210,16.3637,0.138376,2361.15,6.74199
3211,16.3794,0.13832,2361.43,6.73751
3212,16.3952,0.138688,2361.71,6.75481
3213,16.4109,0.139554,2361.99,6.7975
3214,16.4265,0.140998,2362.28,6.86955
3215,16.442,0.143109,2362.57,6.9753
3216,16.4573,0.14598,2362.87,7.11928
3217,16.4723,0.149709,2363.19,7.30611
3218,16.487,0.154393,2363.53,7.54037
3219,16.5012,0.160125,2363.89,7.82637
3220,16.5148,0.166989,2364.28,8.168
3221,16.5277,0.175058,2364.7,8.5685
3222,16.5397,0.184387,2365.17,9.03023
3223,16.5507,0.195006,2365.7,9.55438
3224,16.5603,0.206916,2366.29,10.1407
3225,16.5684,0.22008,2366.96,10.7871
3226,16.5746,0.234413,2367.71,11.4891
3227,16.5788,0.249773,2368.57,12.2396
3228,16.5807,0.265949,2369.54,13.0281
3229,16.5799,0.282655,2370.64,13.8406
3230,16.5763,0.299522,2371.88,14.659
3231,16.5696,0.316101,2373.26,15.4614
3232,16.5599,0.331871,2374.79,16.2226
3233,16.5472,0.346267,2376.47,16.9153
3234,16.5316,0.358711,2378.28,17.5118
3235,16.5136,0.368667,2380.21,17.9865
3236,16.4937,0.375689,2382.23,18.3183
3237,16.4725,0.379477,2384.31,18.4933
3238,16.4509,0.379914,2386.41,18.5067
3239,16.4294,0.37709,2388.5,18.3636
3240,16.4089,0.37129,2390.53,18.0783
3241,16.3899,0.362966,2392.49,17.6736
3242,16.3728,0.35269,2394.36,17.1776
3243,16.3581,0.341094,2396.11,16.6211
3244,16.3458,0.32882,2397.74,16.0354
3245,16.3358,0.316468,2399.25,15.4493
3246,16.3282,0.304562,2400.66,14.8881
3247,16.3226,0.293531,2401.97,14.3718
3248,16.3188,0.283692,2403.18,13.9153
3249,16.3166,0.275254,2404.33,13.5278
3250,16.3157,0.268319,2405.41,13.2135
3251,16.3157,0.2629,2406.45,12.9722
3252,16.3164,0.258927,2407.45,12.7998
3253,16.3177,0.256274,2408.43,12.6896
3254,16.3193,0.254768,2409.39,12.6328
3255,16.321,0.25421,2410.35,12.6195
3256,16.3227,0.254387,2411.31,12.6391
3257,16.3244,0.255087,2412.27,12.6813
3258,16.3259,0.2561,2413.24,12.7361
3259,16.3273,0.257231,2414.22,12.7939
3260,16.3285,0.258303,2415.21,12.8464
3261,16.3295,0.259157,2416.2,12.886
3262,16.3304,0.25966,2417.2,12.9063
3263,16.3313,0.259701,2418.2,12.9022
3264,16.3322,0.259193,2419.2,12.8696
3265,16.3332,0.258077,2420.19,12.806
3266,16.3345,0.256318,2421.17,12.7098
3267,16.336,0.253905,2422.14,12.5807
3268,16.338,0.250847,2423.08,12.4194
3269,16.3404,0.247177,2423.99,12.2276
3270,16.3435,0.242939,2424.88,12.0079
3271,16.3472,0.238194,2425.74,11.7634
3272,16.3516,0.233012,2426.55,11.4975
3273,16.3568,0.227467,2427.34,11.2141
3274,16.3627,0.221637,2428.08,10.9171
3275,16.3694,0.215599,2428.78,10.6105
3276,16.3769,0.20943,2429.44,10.2979
3277,16.3852,0.203199,2430.07,9.98291
3278,16.3943,0.196972,2430.66,9.66868
3279,16.4041,0.190806,2431.21,9.35806
3280,16.4146,0.184751,2431.72,9.05354
3281,16.4258,0.178853,2432.21,8.75725
3282,16.4376,0.173146,2432.66,8.47093
3283,16.4501,0.167662,2433.08,8.19604
3284,16.463,0.162424,2433.48,7.93371
3285,16.4765,0.157451,2433.86,7.68482
3286,16.4905,0.152756,2434.21,7.45001
3287,16.5049,0.14835,2434.54,7.22974
3288,16.5197,0.14424,2434.85,7.02431
3289,16.5348,0.140431,2435.14,6.83391
3290,16.5503,0.136925,2435.42,6.65862
3291,16.5661,0.133723,2435.69,6.49848
3292,16.5821,0.130825,2435.94,6.35346
3293,16.5984,0.128232,2436.18,6.22353
3294,16.6149,0.125943,2436.42,6.10864
3295,16.6316,0.123959,2436.64,6.00876
3296,16.6484,0.122279,2436.86,5.92388
3297,16.6654,0.120905,2437.08,5.85401
3298,16.6824,0.119837,2437.29,5.79918
3299,16.6996,0.11908,2437.49,5.75948
3300,16.7168,0.118634,2437.7,5.73501
3301,16.7341,0.118505,2437.9,5.7259
3302,16.7514,0.118696,2438.1,5.73233
3303,16.7687,0.119212,2438.31,5.75448
3304,16.786,0.120058,2438.51,5.79253
3305,16.8032,0.121239,2438.72,5.8467
3306,16.8204,0.122761,2438.94,5.91717
3307,16.8374,0.124628,2439.16,6.00412
3308,16.8544,0.126845,2439.39,6.10769
3309,16.8711,0.129414,2439.62,6.22796
3310,16.8877,0.132338,2439.87,6.36498
3311,16.904,0.135617,2440.13,6.51869
3312,16.9201,0.139249,2440.4,6.68895
3313,16.9359,0.14323,2440.68,6.87549
3314,16.9514,0.147553,2440.99,7.07791
3315,16.9665,0.152207,2441.31,7.29562
3316,16.9811,0.157177,2441.65,7.52787
3317,16.9954,0.162443,2442.02,7.77365
3318,17.0091,0.167981,2442.41,8.03172
3319,17.0222,0.173758,2442.82,8.30055
3320,17.0347,0.179739,2443.27,8.57833
3321,17.0467,0.185878,2443.75,8.86291
3322,17.0579,0.192123,2444.25,9.15179
3323,17.0684,0.198415,2444.8,9.44216
3324,17.0782,0.204688,2445.37,9.73086
3325,17.0873,0.210868,2445.99,10.0144
3326,17.0955,0.216877,2446.64,10.2892
3327,17.1031,0.222631,2447.32,10.5513
3328,17.1099,0.228046,2448.04,10.7967
3329,17.1159,0.233035,2448.79,11.0214
3330,17.1214,0.237516,2449.58,11.2217
3331,17.1262,0.241412,2450.39,11.394
3332,17.1305,0.244655,2451.22,11.5353
3333,17.1344,0.247189,2452.07,11.643
3334,17.138,0.24897,2452.94,11.7151
3335,17.1414,0.249973,2453.81,11.7508
3336,17.1446,0.250189,2454.69,11.7496
3337,17.1479,0.249627,2455.57,11.712
3338,17.1514,0.248312,2456.44,11.6396
3339,17.1551,0.246288,2457.3,11.5342
3340,17.1591,0.243609,2458.13,11.3986
3341,17.1636,0.240342,2458.95,11.2361
3342,17.1686,0.236561,2459.75,11.05
3343,17.1741,0.232344,2460.52,10.8441
3344,17.1803,0.227774,2461.25,10.6223
3345,17.1871,0.222927,2461.96,10.3881
3346,17.1946,0.217881,2462.64,10.1451
3347,17.2027,0.212704,2463.28,9.89647
3348,17.2116,0.20746,2463.9,9.64521
3349,17.2211,0.202205,2464.48,9.39382
3350,17.2312,0.196985,2465.03,9.14447
3351,17.2419,0.191841,2465.56,8.89896
3352,17.2533,0.186804,2466.05,8.65871
3353,17.2652,0.181899,2466.53,8.42486
3354,17.2777,0.177145,2466.97,8.19825
3355,17.2906,0.172555,2467.39,7.97945
3356,17.3041,0.168139,2467.79,7.76888
3357,17.318,0.163901,2468.18,7.56676
3358,17.3323,0.159845,2468.54,7.37319
3359,17.347,0.15597,2468.88,7.18821
3360,17.3621,0.152277,2469.21,7.01178
3361,17.3776,0.148763,2469.52,6.84383
3362,17.3934,0.145428,2469.82,6.68428
3363,17.4094,0.142269,2470.1,6.53306
3364,17.4258,0.139286,2470.37,6.39013
3365,17.4424,0.136478,2470.63,6.25547
3366,17.4593,0.133845,2470.88,6.12909
3367,17.4764,0.131389,2471.12,6.01107
3368,17.4937,0.129113,2471.36,5.90154
3369,17.5111,0.127021,2471.58,5.80068
3370,17.5288,0.125117,2471.8,5.70873
3371,17.5466,0.12341,2472.01,5.626
3372,17.5646,0.121906,2472.21,5.55287
3373,17.5827,0.120617,2472.41,5.4898
3374,17.6009,0.119553,2472.61,5.43732
3375,17.6192,0.11873,2472.8,5.39605
3376,17.6376,0.118162,2472.99,5.36671
3377,17.656,0.117868,2473.18,5.35012
3378,17.6744,0.117869,2473.37,5.34721
3379,17.6929,0.118188,2473.56,5.35905
3380,17.7114,0.118852,2473.75,5.38686
3381,17.7298,0.119892,2473.94,5.43202
3382,17.7482,0.121343,2474.14,5.49608
3383,17.7664,0.123242,2474.34,5.58084
3384,17.7846,0.125636,2474.55,5.6883
3385,17.8025,0.128575,2474.77,5.82077
3386,17.8202,0.132116,2475,5.98084
3387,17.8377,0.136323,2475.24,6.17148
3388,17.8548,0.141271,2475.5,6.396
3389,17.8714,0.14704,2475.78,6.65812
3390,17.8876,0.153722,2476.09,6.962
3391,17.9031,0.161416,2476.42,7.31221
3392,17.9178,0.170233,2476.8,7.7137
3393,17.9316,0.180286,2477.21,8.17171
3394,17.9442,0.191695,2477.68,8.69167
3395,17.9554,0.204576,2478.21,9.27889
3396,17.965,0.219037,2478.82,9.93826
3397,17.9726,0.235162,2479.52,10.6737
3398,17.9778,0.253,2480.33,11.4873
3399,17.9802,0.272538,2481.26,12.3785
3400,17.9792,0.293678,2482.35,13.343
3401,17.9744,0.316206,2483.61,14.3711
3402,17.9652,0.339761,2485.08,15.4463
3403,17.9511,0.363804,2486.76,16.5443
3404,17.9318,0.38761,2488.68,17.6323
3405,17.907,0.410275,2490.85,18.6695
3406,17.8769,0.430771,2493.26,19.6094
3407,17.8418,0.448032,2495.89,20.404
3408,17.8026,0.461091,2498.71,21.0101
3409,17.7604,0.469229,2501.66,21.3955
3410,17.7165,0.472115,2504.69,21.5463
3411,17.6725,0.469898,2507.72,21.4705
3412,17.6297,0.463228,2510.7,21.1992
3413,17.5891,0.453204,2513.58,20.7843
3414,17.5515,0.441264,2516.33,20.2937
3415,17.517,0.429059,2518.94,19.8055
3416,17.4854,0.418315,2521.42,19.4013
3417,17.4561,0.410707,2523.81,19.1597
3418,17.4281,0.407706,2526.14,19.1489
3419,17.4001,0.410411,2528.5,19.4177
3420,17.3706,0.419358,2530.94,19.987
3421,17.338,0.434351,2533.54,20.8416
3422,17.3007,0.454367,2536.38,21.9273
3423,17.2575,0.477551,2539.52,23.151
3424,17.2073,0.501339,2543,24.3866
3425,17.1502,0.522703,2546.83,25.4868
3426,17.0871,0.53855,2550.95,26.302
3427,17.02,0.546228,2555.27,26.7048
3428,16.9519,0.544044,2559.63,26.6153
3429,16.886,0.531604,2563.88,26.017
3430,16.8255,0.509839,2567.87,24.9585
3431,16.7727,0.480714,2571.47,23.5384
3432,16.7289,0.446735,2574.63,21.8814
3433,16.6945,0.410452,2577.33,20.1137
3434,16.669,0.374089,2579.59,18.3449
3435,16.6515,0.339365,2581.46,16.6595
3436,16.6407,0.30746,2583,15.1151
3437,16.6355,0.279076,2584.26,13.7458
3438,16.6347,0.254538,2585.31,12.5666
3439,16.6374,0.233889,2586.19,11.5792
3440,16.6427,0.216985,2586.94,10.7755
3441,16.65,0.203554,2587.6,10.1413
3442,16.6587,0.193253,2588.19,9.65919
3443,16.6685,0.185709,2588.72,9.31042
3444,16.679,0.180548,2589.23,9.07648
3445,16.69,0.177423,2589.71,8.94034
3446,16.7012,0.176025,2590.18,8.88704
3447,16.7125,0.17609,2590.65,8.90404
3448,16.7237,0.177403,2591.12,8.98109
3449,16.7348,0.179791,2591.61,9.11001
3450,16.7455,0.183115,2592.1,9.28431
3451,16.7559,0.187266,2592.63,9.49876
3452,16.7658,0.19215,2593.17,9.749
3453,16.775,0.19769,2593.75,10.0312
3454,16.7836,0.203809,2594.36,10.3417
3455,16.7914,0.210435,2595.01,10.6769
3456,16.7984,0.217487,2595.71,11.0327
3457,16.8044,0.224879,2596.45,11.405
3458,16.8094,0.232517,2597.25,11.7888
3459,16.8134,0.240293,2598.1,12.1788
3460,16.8162,0.24809,2599,12.5693
3461,16.8178,0.255783,2599.97,12.954
3462,16.8183,0.263239,2600.99,13.3262
3463,16.8176,0.270325,2602.07,13.6793
3464,16.8159,0.276907,2603.2,14.0069
3465,16.813,0.282862,2604.39,14.3029
3466,16.8092,0.288078,2605.63,14.5618
3467,16.8046,0.292464,2606.9,14.7792
3468,16.7993,0.295955,2608.21,14.9521
3469,16.7934,0.298511,2609.55,15.0785
3470,16.7871,0.300124,2610.91,15.1583
3471,16.7806,0.300814,2612.28,15.1926
3472,16.774,0.300628,2613.64,15.1836
3473,16.7675,0.299636,2615.01,15.1349
3474,16.7613,0.297921,2616.36,15.0506
3475,16.7554,0.295577,2617.69,14.9353
3476,16.7499,0.2927,2619.01,14.7935
3477,16.745,0.289379,2620.29,14.6295
3478,16.7407,0.285695,2621.54,14.4472
3479,16.737,0.281716,2622.76,14.2495
3480,16.734,0.277495,2623.95,14.039
3481,16.7317,0.273068,2625.1,13.8174
3482,16.7301,0.268461,2626.21,13.5856
3483,16.7293,0.263686,2627.28,13.3442
3484,16.7292,0.258749,2628.32,13.0935
3485,16.73,0.253652,2629.31,12.8336
3486,16.7315,0.248393,2630.27,12.5644
3487,16.7337,0.242975,2631.18,12.2861
3488,16.7368,0.237401,2632.06,11.9991
3489,16.7407,0.23168,2632.89,11.704
3490,16.7454,0.225828,2633.68,11.4017
3491,16.7509,0.219863,2634.44,11.0933
3492,16.7572,0.21381,2635.15,10.7803
3493,16.7643,0.207697,2635.82,10.4641
3494,16.7722,0.201554,2636.45,10.1466
3495,16.7808,0.195416,2637.05,9.82939
3496,16.7901,0.189315,2637.6,9.51441
3497,16.8001,0.183286,2638.13,9.20339
3498,16.8108,0.177361,2638.62,8.89803
3499,16.8222,0.171571,2639.07,8.59996
3500,16.8341,0.165945,2639.5,8.31064
3501,16.8466,0.160509,2639.9,8.03143
3502,16.8597,0.155287,2640.27,7.76353
3503,16.8732,0.150301,2640.62,7.508
3504,16.8872,0.145568,2640.95,7.26575
3505,16.9016,0.141106,2641.26,7.03759
3506,16.9164,0.136928,2641.55,6.82418
3507,16.9315,0.133047,2641.82,6.62608
3508,16.9469,0.129472,2642.08,6.44376
3509,16.9627,0.126211,2642.32,6.27763
3510,16.9787,0.123274,2642.55,6.128
3511,16.9949,0.120666,2642.77,5.99515
3512,17.0113,0.118392,2642.99,5.8793
3513,17.0279,0.116457,2643.19,5.78066
3514,17.0447,0.114867,2643.39,5.69939
3515,17.0615,0.113626,2643.59,5.63567
3516,17.0785,0.112737,2643.78,5.58965
3517,17.0955,0.112206,2643.96,5.5615
3518,17.1126,0.112036,2644.15,5.55141
3519,17.1297,0.112234,2644.34,5.55958
3520,17.1468,0.112805,2644.53,5.58626
3521,17.1638,0.113756,2644.72,5.63175
3522,17.1808,0.115095,2644.91,5.6964
3523,17.1978,0.116831,2645.11,5.78065
3524,17.2146,0.118976,2645.32,5.88502
3525,17.2312,0.121543,2645.53,6.01012
3526,17.2477,0.124547,2645.76,6.15669
3527,17.264,0.128005,2645.99,6.32559
3528,17.28,0.131938,2646.24,6.5178
3529,17.2957,0.136369,2646.51,6.73443
3530,17.311,0.141323,2646.79,6.97674
3531,17.3259,0.146829,2647.1,7.24609
3532,17.3403,0.152915,2647.43,7.54395
3533,17.3541,0.159612,2647.79,7.87182
3534,17.3673,0.166952,2648.19,8.23123
3535,17.3797,0.174962,2648.62,8.62358
3536,17.3913,0.183669,2649.1,9.05009
3537,17.4019,0.19309,2649.62,9.51163
3538,17.4113,0.203232,2650.2,10.0085
3539,17.4195,0.214086,2650.84,10.5402
3540,17.4262,0.225621,2651.56,11.1052
3541,17.4314,0.237778,2652.35,11.7006
3542,17.4348,0.250465,2653.23,12.3216
3543,17.4362,0.263547,2654.2,12.9617
3544,17.4355,0.276842,2655.28,13.6118
3545,17.4326,0.290117,2656.47,14.2604
3546,17.4274,0.303091,2657.76,14.8936
3547,17.4199,0.315436,2659.17,15.4953
3548,17.4102,0.326792,2660.69,16.0479
3549,17.3983,0.336784,2662.32,16.533
3550,17.3845,0.345046,2664.03,16.9328
3551,17.3692,0.351253,2665.82,17.2314
3552,17.3528,0.355148,2667.66,17.4165
3553,17.3358,0.356569,2669.52,17.4804
3554,17.3187,0.355466,2671.39,17.4209
3555,17.3021,0.351911,2673.23,17.2418
3556,17.2864,0.346089,2675.02,16.9524
3557,17.2722,0.338281,2676.74,16.5667
3558,17.2596,0.32884,2678.38,16.1022
3559,17.2491,0.318162,2679.92,15.5784
3560,17.2406,0.306654,2681.35,15.0154
3561,17.2343,0.294713,2682.68,14.4327
3562,17.2301,0.282706,2683.91,13.8482
3563,17.2279,0.270959,2685.03,13.278
3564,17.2275,0.25975,2686.07,12.7355
3565,17.2289,0.24931,2687.02,12.2322
3566,17.2317,0.23983,2687.9,11.7773
3567,17.2358,0.231464,2688.72,11.3786
3568,17.241,0.224342,2689.49,11.0426
3569,17.2471,0.218579,2690.21,10.775
3570,17.2539,0.214288,2690.9,10.5819
3571,17.2611,0.211591,2691.57,10.4698
3572,17.2685,0.210633,2692.24,10.4463
3573,17.276,0.211591,2692.9,10.5211
3574,17.2832,0.214682,2693.58,10.7057
3575,17.2898,0.220171,2694.28,11.0142
3576,17.2956,0.228361,2695.04,11.4623
3577,17.3,0.23958,2695.86,12.0669
3578,17.3026,0.254155,2696.78,12.8446
3579,17.3027,0.272364,2697.84,13.8091
3580,17.2994,0.29438,2699.06,14.9687
3581,17.2919,0.320189,2700.5,16.3217
3582,17.2791,0.349489,2702.21,17.8515
3583,17.2597,0.381581,2704.26,19.5214
3584,17.2328,0.41526,2706.7,21.2684
3585,17.1973,0.44875,2709.58,23.0008
3586,17.1531,0.479739,2712.9,24.5993
3587,17.1005,0.505562,2716.64,25.9273
3588,17.0412,0.523576,2720.73,26.8495
3589,16.9776,0.531658,2725.03,27.2582
3590,16.913,0.52869,2729.38,27.0974
3591,16.8511,0.514833,2733.58,26.377
3592,16.7948,0.491474,2737.48,25.1699
3593,16.7464,0.460869,2740.98,23.5929
3594,16.7071,0.425637,2744,21.7814
3595,16.677,0.388294,2746.55,19.8645
3596,16.6557,0.350936,2748.65,17.9498
3597,16.642,0.315117,2750.35,16.1168
3598,16.6349,0.281854,2751.72,14.4171
3599,16.6331,0.251712,2752.81,12.8792
3600,16.6357,0.224919,2753.69,11.5142
3601,16.6417,0.201468,2754.38,10.3215
3602,16.6503,0.181205,2754.95,9.29264
3603,16.6611,0.163892,2755.4,8.41501
3604,16.6733,0.149247,2755.78,7.67391
3605,16.6869,0.136977,2756.1,7.05398
3606,16.7013,0.126793,2756.37,6.54019
3607,16.7165,0.118421,2756.6,6.11832
3608,16.7323,0.111609,2756.8,5.77533
3609,16.7485,0.106129,2756.99,5.49955
3610,16.765,0.101781,2757.15,5.28074
3611,16.7818,0.0983927,2757.31,5.1101
3612,16.7987,0.0958166,2757.46,4.98022
3613,16.8159,0.0939313,2757.6,4.885
3614,16.8331,0.0926379,2757.73,4.81949
3615,16.8504,0.091858,2757.87,4.77982
3616,16.8678,0.0915311,2758,4.76301
3617,16.8852,0.0916122,2758.13,4.76687
3618,16.9026,0.0920705,2758.26,4.78992
3619,16.92,0.0928868,2758.39,4.8313
3620,16.9374,0.094053,2758.53,4.89067
3621,16.9547,0.0955709,2758.67,4.96822
3622,16.972,0.0974515,2758.82,5.06461
3623,16.9891,0.0997149,2758.97,5.18094
3624,17.0061,0.10239,2759.13,5.3188
3625,17.023,0.105515,2759.3,5.48021
3626,17.0397,0.109136,2759.48,5.66765
3627,17.0561,0.11331,2759.67,5.88407
3628,17.0723,0.118101,2759.88,6.13285
3629,17.0881,0.123582,2760.1,6.41782
3630,17.1035,0.129835,2760.36,6.74317
3631,17.1184,0.136947,2760.63,7.11343
3632,17.1327,0.145012,2760.94,7.53336
3633,17.1462,0.154123,2761.29,8.00779
3634,17.1589,0.164375,2761.69,8.54143
3635,17.1705,0.175852,2762.14,9.13864
3636,17.1808,0.188629,2762.66,9.80301
3637,17.1897,0.202754,2763.25,10.537
3638,17.1967,0.218245,2763.95,11.3413
3639,17.2016,0.235072,2764.75,12.2142
3640,17.204,0.253139,2765.68,13.1506
3641,17.2036,0.272275,2766.75,14.1416
3642,17.2,0.292209,2768,15.1731
3643,17.1928,0.312561,2769.43,16.2254
3644,17.1818,0.332834,2771.05,17.2731
3645,17.1667,0.352425,2772.88,18.2853
3646,17.1476,0.370648,2774.92,19.227
3647,17.1247,0.386784,2777.16,20.0615
3648,17.0982,0.400148,2779.58,20.7543
3649,17.0689,0.410167,2782.14,21.2768
3650,17.0375,0.416467,2784.81,21.6104
3651,17.0049,0.418927,2787.53,21.7498
3652,16.9722,0.417712,2790.27,21.7044
3653,16.9401,0.413254,2792.97,21.4969
3654,16.9094,0.406194,2795.6,21.1607
3655,16.8806,0.397301,2798.13,20.7349
3656,16.854,0.387368,2800.55,20.2598
3657,16.8298,0.377121,2802.84,19.7717
3658,16.8077,0.367153,2805.03,19.2994
3659,16.7878,0.357873,2807.11,18.8622
3660,16.7698,0.349499,2809.09,18.4695
3661,16.7534,0.342068,2810.99,18.1213
3662,16.7383,0.335471,2812.82,17.8109
3663,16.7246,0.329501,2814.58,17.5265
3664,16.7119,0.323894,2816.29,17.2542
3665,16.7003,0.31838,2817.94,16.9798
3666,16.6897,0.312709,2819.54,16.6907
3667,16.6802,0.306678,2821.08,16.3771
3668,16.6719,0.300141,2822.56,16.032
3669,16.6647,0.293015,2823.97,15.6518
3670,16.6589,0.285272,2825.31,15.236
3671,16.6544,0.276938,2826.58,14.7866
3672,16.6513,0.268075,2827.77,14.3076
3673,16.6497,0.258775,2828.89,13.8044
3674,16.6496,0.24915,2829.92,13.2835
3675,16.6509,0.239316,2830.88,12.7515
3676,16.6536,0.229395,2831.76,12.215
3677,16.6577,0.2195,2832.56,11.6803
3678,16.6631,0.209738,2833.3,11.1534
3679,16.6698,0.200205,2833.97,10.6396
3680,16.6775,0.190989,2834.58,10.1436
3681,16.6863,0.182169,2835.14,9.66975
3682,16.6961,0.173815,2835.64,9.22208
3683,16.7067,0.165999,2836.1,8.80446
3684,16.7181,0.15879,2836.53,8.4209
3685,16.7301,0.152266,2836.91,8.07575
3686,16.7428,0.146514,2837.27,7.774
3687,16.7559,0.141638,2837.6,7.52154
3688,16.7694,0.137762,2837.91,7.32532
3689,16.7832,0.135033,2838.21,7.19351
3690,16.7972,0.133619,2838.49,7.13542
3691,16.8112,0.133709,2838.78,7.16119
3692,16.8252,0.135504,2839.07,7.28138
3693,16.839,0.139204,2839.38,7.50628
3694,16.8525,0.144997,2839.7,7.84534
3695,16.8653,0.153045,2840.07,8.30655
3696,16.8773,0.16348,2840.47,8.89619
